Freq(Hz),SPL_L(dB),Phase_L(degrees),SPL_R(dB),Phase_R(degrees)
248.978,72.147,8.023,63.593,-1.451
249.314,72.149,8.018,63.593,-1.454
249.651,72.151,8.011,63.593,-1.459
249.987,72.153,8.003,63.593,-1.464
250.323,72.154,7.996,63.593,-1.470
250.660,72.155,7.991,63.593,-1.477
250.996,72.156,7.987,63.592,-1.484
251.333,72.158,7.986,63.592,-1.491
251.669,72.159,7.984,63.591,-1.497
252.006,72.161,7.982,63.591,-1.503
252.342,72.163,7.978,63.590,-1.508
252.679,72.165,7.972,63.589,-1.513
253.015,72.167,7.965,63.588,-1.518
253.352,72.168,7.959,63.587,-1.522
253.688,72.170,7.953,63.586,-1.524
254.025,72.171,7.949,63.586,-1.524
254.361,72.172,7.946,63.585,-1.525
254.697,72.174,7.942,63.585,-1.526
255.034,72.175,7.938,63.586,-1.531
255.370,72.177,7.933,63.586,-1.539
255.707,72.178,7.927,63.586,-1.549
256.043,72.180,7.921,63.585,-1.560
256.380,72.181,7.915,63.584,-1.569
256.716,72.182,7.909,63.583,-1.576
257.053,72.183,7.905,63.582,-1.580
257.389,72.184,7.902,63.581,-1.582
257.726,72.186,7.899,63.581,-1.584
258.062,72.187,7.897,63.581,-1.588
258.398,72.189,7.894,63.581,-1.594
258.735,72.190,7.889,63.580,-1.600
259.071,72.192,7.883,63.580,-1.607
259.408,72.193,7.877,63.579,-1.614
259.744,72.195,7.871,63.579,-1.620
260.081,72.196,7.867,63.578,-1.625
260.417,72.197,7.863,63.577,-1.630
260.754,72.199,7.858,63.576,-1.634
261.090,72.200,7.852,63.576,-1.638
261.427,72.201,7.846,63.575,-1.639
261.763,72.202,7.841,63.574,-1.640
262.099,72.203,7.839,63.574,-1.641
262.436,72.204,7.839,63.574,-1.644
262.772,72.206,7.841,63.574,-1.650
263.109,72.208,7.842,63.574,-1.658
263.445,72.210,7.839,63.574,-1.668
263.782,72.212,7.832,63.573,-1.676
264.118,72.214,7.821,63.572,-1.681
264.455,72.216,7.810,63.571,-1.684
264.791,72.216,7.799,63.570,-1.686
265.128,72.217,7.792,63.570,-1.689
265.464,72.217,7.789,63.570,-1.696
265.800,72.218,7.790,63.570,-1.705
266.137,72.219,7.792,63.569,-1.714
266.473,72.221,7.792,63.568,-1.721
266.810,72.223,7.789,63.567,-1.724
267.146,72.225,7.783,63.566,-1.725
267.483,72.227,7.773,63.566,-1.726
267.819,72.228,7.763,63.566,-1.730
268.156,72.229,7.755,63.566,-1.737
268.492,72.229,7.750,63.566,-1.746
268.829,72.230,7.748,63.565,-1.753
269.165,72.231,7.747,63.564,-1.758
269.501,72.232,7.746,63.563,-1.761
269.838,72.234,7.743,63.563,-1.763
270.174,72.236,7.738,63.563,-1.766
270.511,72.237,7.733,63.562,-1.771
270.847,72.239,7.728,63.562,-1.777
271.184,72.240,7.723,63.562,-1.783
271.520,72.241,7.719,63.561,-1.789
271.857,72.243,7.715,63.560,-1.793
272.193,72.245,7.711,63.560,-1.796
272.530,72.246,7.705,63.559,-1.799
272.866,72.248,7.699,63.559,-1.804
273.203,72.249,7.690,63.558,-1.809
273.539,72.250,7.682,63.558,-1.814
273.875,72.251,7.674,63.557,-1.818
274.212,72.252,7.668,63.556,-1.822
274.548,72.252,7.664,63.556,-1.825
274.885,72.253,7.663,63.555,-1.827
275.221,72.254,7.664,63.555,-1.831
275.558,72.255,7.664,63.555,-1.835
275.894,72.257,7.662,63.555,-1.841
276.231,72.259,7.658,63.554,-1.848
276.567,72.260,7.651,63.554,-1.854
276.904,72.262,7.643,63.553,-1.860
277.240,72.263,7.635,63.552,-1.865
277.576,72.263,7.629,63.551,-1.867
277.913,72.264,7.624,63.551,-1.869
278.249,72.265,7.621,63.550,-1.870
278.586,72.266,7.619,63.550,-1.873
278.922,72.267,7.617,63.550,-1.877
279.259,72.269,7.615,63.549,-1.882
279.595,72.270,7.611,63.549,-1.888
279.932,72.272,7.607,63.548,-1.892
280.268,72.273,7.601,63.547,-1.895
280.605,72.275,7.595,63.547,-1.897
280.941,72.276,7.590,63.546,-1.898
281.277,72.277,7.584,63.546,-1.900
281.614,72.279,7.578,63.546,-1.904
281.950,72.280,7.573,63.545,-1.909
282.287,72.281,7.567,63.545,-1.915
282.623,72.283,7.560,63.544,-1.920
282.960,72.284,7.553,63.544,-1.925
283.296,72.285,7.547,63.543,-1.929
283.633,72.286,7.541,63.543,-1.934
283.969,72.287,7.536,63.543,-1.939
284.306,72.288,7.532,63.542,-1.946
284.642,72.288,7.530,63.542,-1.953
284.978,72.289,7.528,63.541,-1.961
285.315,72.291,7.527,63.540,-1.968
285.651,72.292,7.526,63.539,-1.973
285.988,72.294,7.523,63.538,-1.977
286.324,72.295,7.519,63.537,-1.979
286.661,72.296,7.514,63.536,-1.980
286.997,72.298,7.508,63.536,-1.981
287.334,72.299,7.502,63.536,-1.983
287.670,72.299,7.498,63.535,-1.986
288.007,72.300,7.495,63.535,-1.989
288.343,72.301,7.494,63.535,-1.992
288.680,72.302,7.495,63.534,-1.996
289.016,72.303,7.494,63.534,-1.999
289.352,72.305,7.491,63.533,-2.002
289.689,72.307,7.484,63.533,-2.005
290.025,72.309,7.473,63.532,-2.007
290.362,72.310,7.461,63.532,-2.010
290.698,72.310,7.451,63.532,-2.014
291.035,72.310,7.445,63.531,-2.017
291.371,72.310,7.445,63.531,-2.021
291.708,72.311,7.446,63.530,-2.025
292.044,72.312,7.446,63.529,-2.029
292.381,72.314,7.443,63.529,-2.033
292.717,72.316,7.436,63.528,-2.038
293.053,72.318,7.426,63.527,-2.042
293.390,72.319,7.417,63.526,-2.047
293.726,72.319,7.411,63.525,-2.051
294.063,72.320,7.408,63.525,-2.054
294.399,72.321,7.406,63.524,-2.055
294.736,72.323,7.402,63.523,-2.057
295.072,72.324,7.397,63.523,-2.059
295.409,72.326,7.390,63.523,-2.064
295.745,72.327,7.382,63.523,-2.071
296.082,72.328,7.376,63.522,-2.079
296.418,72.329,7.370,63.521,-2.085
296.754,72.330,7.366,63.520,-2.088
297.091,72.331,7.362,63.519,-2.087
297.427,72.332,7.356,63.519,-2.085
297.764,72.333,7.351,63.519,-2.084
298.100,72.334,7.345,63.520,-2.089
298.437,72.334,7.340,63.521,-2.101
298.773,72.335,7.336,63.521,-2.116
299.110,72.336,7.332,63.520,-2.131
299.446,72.336,7.329,63.517,-2.141
299.783,72.337,7.328,63.515,-2.143
300.119,72.338,7.328,63.513,-2.138
300.455,72.339,7.328,63.512,-2.130
300.792,72.341,7.326,63.512,-2.124
301.128,72.342,7.321,63.513,-2.123
301.465,72.344,7.314,63.514,-2.128
301.801,72.345,7.305,63.514,-2.136
302.138,72.346,7.298,63.513,-2.145
302.474,72.346,7.293,63.511,-2.149
302.811,72.347,7.291,63.510,-2.148
303.147,72.348,7.290,63.509,-2.143
303.484,72.350,7.286,63.508,-2.138
303.820,72.351,7.281,63.509,-2.136
304.156,72.353,7.273,63.509,-2.139
304.493,72.354,7.266,63.510,-2.147
304.829,72.355,7.260,63.509,-2.157
305.166,72.356,7.257,63.508,-2.165
305.502,72.357,7.254,63.507,-2.170
305.839,72.358,7.250,63.506,-2.172
306.175,72.360,7.245,63.505,-2.172
306.512,72.361,7.238,63.505,-2.173
306.848,72.361,7.231,63.505,-2.177
307.185,72.362,7.228,63.505,-2.183
307.521,72.362,7.226,63.504,-2.189
307.858,72.364,7.226,63.504,-2.193
308.194,72.365,7.224,63.503,-2.195
308.530,72.366,7.220,63.503,-2.197
308.867,72.368,7.213,63.503,-2.201
309.203,72.368,7.206,63.502,-2.207
309.540,72.369,7.200,63.502,-2.215
309.876,72.369,7.198,63.501,-2.222
310.213,72.370,7.198,63.500,-2.226
310.549,72.371,7.198,63.498,-2.226
310.886,72.372,7.196,63.497,-2.224
311.222,72.374,7.191,63.497,-2.221
311.559,72.375,7.184,63.497,-2.220
311.895,72.376,7.175,63.498,-2.222
312.231,72.377,7.168,63.498,-2.228
312.568,72.377,7.164,63.498,-2.235
312.904,72.378,7.162,63.497,-2.242
313.241,72.379,7.161,63.496,-2.249
313.577,72.381,7.158,63.495,-2.254
313.914,72.383,7.152,63.494,-2.257
314.250,72.384,7.144,63.493,-2.257
314.587,72.386,7.135,63.492,-2.256
314.923,72.386,7.127,63.491,-2.255
315.260,72.387,7.120,63.491,-2.256
315.596,72.388,7.116,63.491,-2.259
315.932,72.389,7.112,63.491,-2.264
316.269,72.390,7.108,63.490,-2.269
316.605,72.391,7.103,63.489,-2.271
316.942,72.392,7.097,63.489,-2.273
317.278,72.393,7.091,63.488,-2.274
317.615,72.394,7.086,63.488,-2.277
317.951,72.394,7.082,63.488,-2.281
318.288,72.395,7.078,63.487,-2.287
318.624,72.396,7.074,63.486,-2.292
318.961,72.397,7.069,63.485,-2.295
319.297,72.397,7.064,63.485,-2.296
319.633,72.398,7.060,63.484,-2.296
319.970,72.399,7.057,63.484,-2.297
320.306,72.399,7.055,63.484,-2.301
320.643,72.400,7.053,63.483,-2.305
320.979,72.401,7.052,63.483,-2.310
321.316,72.402,7.049,63.482,-2.315
321.652,72.404,7.045,63.481,-2.318
321.989,72.405,7.039,63.480,-2.321
322.325,72.406,7.032,63.479,-2.323
322.662,72.407,7.025,63.478,-2.325
322.998,72.408,7.019,63.478,-2.326
323.335,72.408,7.014,63.477,-2.327
323.671,72.409,7.011,63.477,-2.327
324.007,72.409,7.010,63.476,-2.327
324.344,72.411,7.009,63.476,-2.329
324.680,72.412,7.007,63.476,-2.331
325.017,72.413,7.003,63.476,-2.334
325.353,72.415,6.996,63.475,-2.337
325.690,72.416,6.987,63.475,-2.341
326.026,72.417,6.978,63.475,-2.347
326.363,72.417,6.972,63.475,-2.354
326.699,72.417,6.969,63.474,-2.362
327.036,72.417,6.968,63.473,-2.369
327.372,72.418,6.968,63.472,-2.374
327.708,72.419,6.967,63.470,-2.376
328.045,72.421,6.965,63.469,-2.374
328.381,72.422,6.961,63.468,-2.369
328.718,72.423,6.957,63.468,-2.365
329.054,72.425,6.951,63.468,-2.362
329.391,72.426,6.946,63.468,-2.364
329.727,72.427,6.939,63.469,-2.369
330.064,72.428,6.932,63.469,-2.376
330.400,72.428,6.925,63.468,-2.384
330.737,72.429,6.919,63.467,-2.389
331.073,72.429,6.915,63.465,-2.391
331.409,72.430,6.913,63.464,-2.389
331.746,72.431,6.912,63.464,-2.386
332.082,72.432,6.910,63.464,-2.383
332.419,72.433,6.907,63.464,-2.384
332.755,72.435,6.901,63.465,-2.389
333.092,72.436,6.894,63.465,-2.397
333.428,72.436,6.888,63.464,-2.405
333.765,72.437,6.883,63.463,-2.410
334.101,72.437,6.879,63.462,-2.413
334.438,72.438,6.876,63.461,-2.413
334.774,72.439,6.872,63.461,-2.413
335.110,72.440,6.867,63.461,-2.414
335.447,72.441,6.862,63.461,-2.418
335.783,72.442,6.855,63.460,-2.424
336.120,72.442,6.849,63.460,-2.431
336.456,72.443,6.843,63.459,-2.437
336.793,72.443,6.838,63.457,-2.441
337.129,72.443,6.834,63.456,-2.443
337.466,72.444,6.831,63.455,-2.443
337.802,72.444,6.828,63.455,-2.442
338.139,72.445,6.825,63.454,-2.442
338.475,72.446,6.822,63.454,-2.442
338.811,72.447,6.819,63.453,-2.444
339.148,72.448,6.814,63.453,-2.447
339.484,72.450,6.808,63.453,-2.451
339.821,72.451,6.801,63.452,-2.455
340.157,72.451,6.794,63.451,-2.459
340.494,72.452,6.788,63.450,-2.462
340.830,72.452,6.783,63.449,-2.463
341.167,72.453,6.780,63.448,-2.463
341.503,72.454,6.778,63.448,-2.462
341.840,72.455,6.777,63.447,-2.461
342.176,72.456,6.775,63.447,-2.463
342.513,72.457,6.771,63.447,-2.465
342.849,72.459,6.766,63.446,-2.467
343.185,72.460,6.760,63.446,-2.469
343.522,72.460,6.754,63.446,-2.470
343.858,72.461,6.751,63.445,-2.472
344.195,72.461,6.749,63.445,-2.475
344.531,72.462,6.748,63.445,-2.479
344.868,72.464,6.745,63.445,-2.484
345.204,72.465,6.739,63.445,-2.490
345.541,72.466,6.732,63.444,-2.495
345.877,72.466,6.724,63.443,-2.500
346.214,72.466,6.718,63.442,-2.502
346.550,72.466,6.714,63.441,-2.503
346.886,72.467,6.712,63.440,-2.502
347.223,72.467,6.711,63.439,-2.500
347.559,72.468,6.709,63.439,-2.498
347.896,72.470,6.704,63.439,-2.497
348.232,72.471,6.697,63.440,-2.499
348.569,72.471,6.689,63.440,-2.503
348.905,72.472,6.682,63.440,-2.509
349.242,72.472,6.677,63.439,-2.515
349.578,72.473,6.675,63.438,-2.520
349.915,72.473,6.674,63.437,-2.522
350.251,72.474,6.673,63.436,-2.523
350.587,72.476,6.672,63.435,-2.522
350.924,72.477,6.668,63.434,-2.521
351.260,72.479,6.662,63.434,-2.520
351.597,72.481,6.654,63.434,-2.521
351.933,72.482,6.645,63.433,-2.523
352.270,72.482,6.637,63.432,-2.524
352.606,72.483,6.630,63.432,-2.524
352.943,72.483,6.626,63.431,-2.523
353.279,72.483,6.624,63.430,-2.521
353.616,72.484,6.624,63.430,-2.520
353.952,72.485,6.623,63.430,-2.521
354.288,72.486,6.621,63.430,-2.524
354.625,72.487,6.618,63.430,-2.529
354.961,72.488,6.614,63.430,-2.535
355.298,72.489,6.609,63.429,-2.540
355.634,72.489,6.604,63.428,-2.542
355.971,72.490,6.599,63.427,-2.541
356.307,72.490,6.595,63.426,-2.540
356.644,72.491,6.591,63.426,-2.539
356.980,72.491,6.588,63.426,-2.542
357.317,72.491,6.586,63.426,-2.547
357.653,72.492,6.585,63.425,-2.552
357.990,72.493,6.583,63.424,-2.557
358.326,72.494,6.580,63.423,-2.559
358.662,72.496,6.574,63.423,-2.559
358.999,72.497,6.565,63.423,-2.561
359.335,72.497,6.555,63.423,-2.565
359.672,72.498,6.546,63.422,-2.571
360.008,72.498,6.539,63.422,-2.579
360.345,72.498,6.536,63.421,-2.586
360.681,72.498,6.534,63.419,-2.590
361.018,72.498,6.534,63.418,-2.590
361.354,72.499,6.532,63.417,-2.587
361.691,72.501,6.529,63.416,-2.583
362.027,72.502,6.524,63.417,-2.581
362.363,72.502,6.519,63.417,-2.582
362.700,72.503,6.515,63.417,-2.587
363.036,72.504,6.511,63.417,-2.594
363.373,72.505,6.507,63.416,-2.600
363.709,72.505,6.503,63.415,-2.604
364.046,72.506,6.498,63.414,-2.605
364.382,72.507,6.492,63.413,-2.602
364.719,72.507,6.487,63.413,-2.599
365.055,72.508,6.482,63.413,-2.599
365.392,72.508,6.479,63.414,-2.601
365.728,72.509,6.476,63.414,-2.607
366.064,72.509,6.474,63.413,-2.613
366.401,72.510,6.471,63.412,-2.618
366.737,72.511,6.468,63.411,-2.618
367.074,72.512,6.463,63.410,-2.615
367.410,72.513,6.456,63.409,-2.612
367.747,72.514,6.449,63.409,-2.610
368.083,72.514,6.441,63.409,-2.611
368.420,72.515,6.436,63.409,-2.615
368.756,72.515,6.432,63.408,-2.620
369.093,72.516,6.430,63.408,-2.623
369.429,72.517,6.429,63.407,-2.625
369.765,72.518,6.425,63.406,-2.625
370.102,72.519,6.419,63.405,-2.625
370.438,72.520,6.412,63.405,-2.624
370.775,72.520,6.406,63.404,-2.624
371.111,72.521,6.401,63.404,-2.624
371.448,72.521,6.400,63.404,-2.624
371.784,72.522,6.400,63.403,-2.625
372.121,72.523,6.401,63.403,-2.628
372.457,72.524,6.400,63.403,-2.632
372.794,72.526,6.397,63.402,-2.635
373.130,72.528,6.390,63.402,-2.638
373.466,72.529,6.381,63.401,-2.639
373.803,72.530,6.371,63.400,-2.639
374.139,72.530,6.363,63.400,-2.640
374.476,72.530,6.356,63.400,-2.641
374.812,72.529,6.353,63.400,-2.644
375.149,72.529,6.352,63.399,-2.648
375.485,72.529,6.353,63.398,-2.651
375.822,72.530,6.354,63.397,-2.651
376.158,72.531,6.354,63.396,-2.649
376.495,72.532,6.352,63.396,-2.647
376.831,72.532,6.349,63.396,-2.646
377.168,72.533,6.345,63.396,-2.648
377.504,72.534,6.342,63.396,-2.653
377.840,72.534,6.339,63.396,-2.660
378.177,72.535,6.337,63.395,-2.665
378.513,72.536,6.333,63.393,-2.667
378.850,72.537,6.328,63.392,-2.666
379.186,72.538,6.320,63.391,-2.664
379.523,72.539,6.311,63.391,-2.662
379.859,72.539,6.302,63.391,-2.662
380.196,72.539,6.294,63.390,-2.664
380.532,72.540,6.287,63.390,-2.667
380.869,72.540,6.282,63.389,-2.668
381.205,72.540,6.278,63.388,-2.667
381.541,72.540,6.274,63.387,-2.665
381.878,72.541,6.271,63.387,-2.664
382.214,72.541,6.268,63.387,-2.666
382.551,72.542,6.265,63.387,-2.671
382.887,72.542,6.262,63.386,-2.677
383.224,72.543,6.260,63.385,-2.680
383.560,72.544,6.257,63.384,-2.680
383.897,72.545,6.253,63.383,-2.676
384.233,72.546,6.248,63.383,-2.672
384.570,72.547,6.242,63.383,-2.671
384.906,72.548,6.237,63.384,-2.675
385.242,72.548,6.235,63.384,-2.682
385.579,72.549,6.235,63.383,-2.689
385.915,72.550,6.235,63.382,-2.693
386.252,72.551,6.233,63.382,-2.695
386.588,72.553,6.228,63.381,-2.695
386.925,72.554,6.219,63.381,-2.696
387.261,72.555,6.210,63.381,-2.700
387.598,72.555,6.202,63.381,-2.704
387.934,72.554,6.199,63.380,-2.709
388.271,72.554,6.199,63.379,-2.712
388.607,72.555,6.200,63.378,-2.711
388.943,72.557,6.198,63.377,-2.708
389.280,72.558,6.191,63.377,-2.705
389.616,72.559,6.180,63.377,-2.702
389.953,72.559,6.170,63.377,-2.702
390.289,72.558,6.163,63.378,-2.704
390.626,72.558,6.162,63.378,-2.707
390.962,72.558,6.163,63.377,-2.711
391.299,72.558,6.163,63.377,-2.716
391.635,72.560,6.161,63.376,-2.720
391.972,72.560,6.155,63.375,-2.722
392.308,72.561,6.148,63.373,-2.721
392.645,72.561,6.143,63.372,-2.716
392.981,72.561,6.142,63.371,-2.710
393.317,72.562,6.142,63.371,-2.705
393.654,72.563,6.142,63.372,-2.704
393.990,72.564,6.140,63.372,-2.708
394.327,72.565,6.134,63.372,-2.713
394.663,72.566,6.126,63.371,-2.719
395.000,72.567,6.117,63.370,-2.721
395.336,72.567,6.112,63.369,-2.722
395.673,72.567,6.109,63.368,-2.721
396.009,72.567,6.107,63.368,-2.723
396.346,72.568,6.107,63.368,-2.726
396.682,72.569,6.106,63.367,-2.731
397.018,72.569,6.105,63.366,-2.735
397.355,72.570,6.104,63.365,-2.735
397.691,72.571,6.103,63.364,-2.732
398.028,72.573,6.101,63.363,-2.729
398.364,72.574,6.095,63.363,-2.728
398.701,72.575,6.087,63.363,-2.729
399.037,72.575,6.078,63.363,-2.731
399.374,72.575,6.069,63.362,-2.733
399.710,72.575,6.064,63.362,-2.732
400.047,72.574,6.063,63.362,-2.731
400.383,72.574,6.066,63.362,-2.729
400.719,72.575,6.070,63.362,-2.729
401.056,72.576,6.071,63.362,-2.732
401.392,72.578,6.069,63.362,-2.735
401.729,72.579,6.062,63.361,-2.738
402.065,72.580,6.053,63.361,-2.739
402.402,72.580,6.044,63.360,-2.740
402.738,72.581,6.036,63.360,-2.741
403.075,72.580,6.031,63.360,-2.744
403.411,72.581,6.028,63.360,-2.748
403.748,72.581,6.025,63.359,-2.752
404.084,72.582,6.021,63.358,-2.757
404.420,72.583,6.016,63.358,-2.760
404.757,72.583,6.009,63.357,-2.762
405.093,72.584,6.002,63.356,-2.763
405.430,72.584,5.997,63.355,-2.765
405.766,72.584,5.994,63.354,-2.765
406.103,72.584,5.992,63.354,-2.765
406.439,72.585,5.990,63.353,-2.765
406.776,72.586,5.988,63.353,-2.765
407.112,72.586,5.986,63.352,-2.765
407.449,72.587,5.983,63.352,-2.766
407.785,72.588,5.981,63.351,-2.767
408.121,72.589,5.977,63.351,-2.767
408.458,72.590,5.973,63.351,-2.767
408.794,72.591,5.967,63.351,-2.767
409.131,72.591,5.962,63.351,-2.769
409.467,72.591,5.957,63.351,-2.773
409.804,72.592,5.955,63.350,-2.777
410.140,72.592,5.956,63.349,-2.781
410.477,72.593,5.956,63.348,-2.781
410.813,72.594,5.953,63.347,-2.780
411.150,72.596,5.947,63.347,-2.777
411.486,72.596,5.938,63.347,-2.775
411.823,72.596,5.929,63.347,-2.776
412.159,72.596,5.923,63.346,-2.778
412.495,72.596,5.922,63.346,-2.781
412.832,72.596,5.923,63.345,-2.782
413.168,72.597,5.925,63.344,-2.781
413.505,72.598,5.923,63.343,-2.779
413.841,72.599,5.917,63.343,-2.776
414.178,72.600,5.909,63.343,-2.775
414.514,72.600,5.901,63.343,-2.775
414.851,72.599,5.896,63.343,-2.778
415.187,72.599,5.895,63.343,-2.782
415.524,72.600,5.895,63.343,-2.786
415.860,72.600,5.895,63.342,-2.789
416.196,72.601,5.892,63.341,-2.791
416.533,72.602,5.887,63.341,-2.793
416.869,72.603,5.881,63.340,-2.795
417.206,72.603,5.876,63.340,-2.797
417.542,72.604,5.872,63.339,-2.800
417.879,72.604,5.869,63.338,-2.802
418.215,72.605,5.866,63.337,-2.802
418.552,72.606,5.861,63.336,-2.801
418.888,72.606,5.855,63.335,-2.798
419.225,72.607,5.849,63.334,-2.793
419.561,72.607,5.844,63.334,-2.789
419.897,72.607,5.840,63.334,-2.786
420.234,72.607,5.838,63.334,-2.785
420.570,72.607,5.837,63.334,-2.785
420.907,72.608,5.836,63.334,-2.785
421.243,72.609,5.835,63.334,-2.787
421.580,72.610,5.832,63.335,-2.789
421.916,72.611,5.828,63.334,-2.794
422.253,72.612,5.822,63.334,-2.800
422.589,72.613,5.816,63.333,-2.805
422.926,72.613,5.810,63.332,-2.808
423.262,72.613,5.805,63.331,-2.808
423.598,72.614,5.802,63.330,-2.804
423.935,72.614,5.800,63.329,-2.799
424.271,72.614,5.799,63.329,-2.795
424.608,72.615,5.797,63.330,-2.793
424.944,72.616,5.795,63.330,-2.795
425.281,72.616,5.793,63.330,-2.799
425.617,72.617,5.789,63.330,-2.805
425.954,72.618,5.786,63.329,-2.809
426.290,72.618,5.781,63.328,-2.811
426.627,72.619,5.777,63.327,-2.811
426.963,72.619,5.771,63.326,-2.809
427.299,72.619,5.766,63.326,-2.808
427.636,72.619,5.761,63.326,-2.808
427.972,72.619,5.758,63.325,-2.808
428.309,72.619,5.756,63.325,-2.808
428.645,72.620,5.755,63.324,-2.808
428.982,72.620,5.753,63.324,-2.808
429.318,72.621,5.751,63.324,-2.808
429.655,72.621,5.747,63.324,-2.810
429.991,72.622,5.742,63.323,-2.813
430.328,72.622,5.737,63.323,-2.817
430.664,72.623,5.732,63.322,-2.822
431.001,72.623,5.728,63.321,-2.826
431.337,72.624,5.724,63.320,-2.828
431.673,72.624,5.719,63.319,-2.827
432.010,72.624,5.714,63.318,-2.824
432.346,72.625,5.710,63.318,-2.821
432.683,72.625,5.707,63.318,-2.820
433.019,72.625,5.704,63.318,-2.822
433.356,72.626,5.702,63.318,-2.825
433.692,72.627,5.700,63.317,-2.830
434.029,72.627,5.698,63.316,-2.832
434.365,72.628,5.696,63.315,-2.831
434.702,72.629,5.693,63.314,-2.827
435.038,72.630,5.690,63.314,-2.822
435.374,72.631,5.686,63.315,-2.819
435.711,72.632,5.681,63.315,-2.820
436.047,72.633,5.674,63.316,-2.825
436.384,72.634,5.668,63.315,-2.832
436.720,72.634,5.662,63.314,-2.837
437.057,72.634,5.658,63.313,-2.839
437.393,72.634,5.656,63.312,-2.836
437.730,72.635,5.655,63.311,-2.830
438.066,72.636,5.651,63.311,-2.825
438.403,72.636,5.646,63.312,-2.822
438.739,72.637,5.639,63.312,-2.823
439.075,72.637,5.632,63.312,-2.826
439.412,72.637,5.627,63.312,-2.831
439.748,72.637,5.625,63.312,-2.835
440.085,72.637,5.624,63.311,-2.839
440.421,72.637,5.624,63.310,-2.840
440.758,72.637,5.622,63.309,-2.840
441.094,72.638,5.619,63.308,-2.838
441.431,72.638,5.616,63.308,-2.836
441.767,72.638,5.614,63.308,-2.835
442.104,72.639,5.613,63.307,-2.835
442.440,72.639,5.613,63.307,-2.837
442.776,72.641,5.611,63.307,-2.838
443.113,72.642,5.606,63.306,-2.838
443.449,72.643,5.598,63.305,-2.836
443.786,72.643,5.588,63.305,-2.834
444.122,72.643,5.580,63.305,-2.832
444.459,72.642,5.576,63.305,-2.834
444.795,72.642,5.577,63.305,-2.838
445.132,72.642,5.580,63.304,-2.842
445.468,72.643,5.582,63.304,-2.845
445.805,72.644,5.580,63.302,-2.845
446.141,72.645,5.574,63.302,-2.841
446.478,72.646,5.567,63.301,-2.838
446.814,72.646,5.560,63.302,-2.836
447.150,72.646,5.556,63.302,-2.838
447.487,72.646,5.554,63.302,-2.843
447.823,72.647,5.552,63.302,-2.849
448.160,72.648,5.548,63.301,-2.854
448.496,72.648,5.543,63.300,-2.856
448.833,72.649,5.536,63.299,-2.856
449.169,72.649,5.531,63.299,-2.856
449.506,72.649,5.527,63.298,-2.857
449.842,72.649,5.524,63.298,-2.859
450.179,72.649,5.522,63.297,-2.860
450.515,72.650,5.518,63.296,-2.861
450.851,72.650,5.515,63.296,-2.860
451.188,72.650,5.512,63.295,-2.858
451.524,72.651,5.510,63.295,-2.855
451.861,72.651,5.508,63.294,-2.852
452.197,72.652,5.505,63.294,-2.850
452.534,72.653,5.500,63.295,-2.850
452.870,72.654,5.494,63.295,-2.851
453.207,72.654,5.488,63.295,-2.852
453.543,72.654,5.483,63.294,-2.854
453.880,72.654,5.481,63.294,-2.856
454.216,72.655,5.481,63.294,-2.858
454.552,72.656,5.480,63.294,-2.861
454.889,72.657,5.476,63.293,-2.864
455.225,72.658,5.470,63.293,-2.865
455.562,72.658,5.463,63.292,-2.865
455.898,72.658,5.458,63.291,-2.863
456.235,72.658,5.456,63.291,-2.861
456.571,72.659,5.455,63.291,-2.860
456.908,72.659,5.454,63.291,-2.862
457.244,72.660,5.450,63.291,-2.867
457.581,72.661,5.443,63.290,-2.872
457.917,72.661,5.437,63.289,-2.875
458.253,72.661,5.433,63.288,-2.875
458.590,72.660,5.433,63.287,-2.871
458.926,72.660,5.436,63.286,-2.865
