* Freq(Hz), SPL(dB), Phase(degrees)
18607.207, -3.963, 60.481
18607.574, -3.961, 60.501
18607.939, -3.958, 60.503
18608.307, -3.956, 60.488
18608.672, -3.957, 60.472
18609.039, -3.960, 60.469
18609.404, -3.961, 60.482
18609.771, -3.961, 60.498
18610.137, -3.959, 60.503
18610.504, -3.957, 60.495
18610.869, -3.958, 60.483
18611.236, -3.960, 60.480
18611.602, -3.961, 60.491
18611.969, -3.961, 60.505
18612.334, -3.959, 60.511
18612.701, -3.957, 60.503
18613.066, -3.957, 60.490
18613.434, -3.959, 60.485
18613.799, -3.961, 60.494
18614.166, -3.961, 60.509
18614.531, -3.959, 60.519
18614.898, -3.957, 60.516
18615.264, -3.957, 60.503
18615.631, -3.958, 60.494
18615.996, -3.960, 60.496
18616.363, -3.961, 60.508
18616.729, -3.960, 60.520
18617.096, -3.959, 60.523
18617.461, -3.958, 60.517
18617.828, -3.958, 60.511
18618.193, -3.959, 60.511
18618.561, -3.960, 60.516
18618.926, -3.959, 60.521
18619.293, -3.959, 60.522
18619.658, -3.959, 60.519
18620.025, -3.959, 60.518
18620.391, -3.960, 60.523
18620.758, -3.960, 60.531
18621.123, -3.959, 60.534
18621.490, -3.957, 60.529
18621.855, -3.958, 60.520
18622.223, -3.959, 60.516
18622.588, -3.961, 60.523
18622.955, -3.961, 60.537
18623.320, -3.959, 60.547
18623.688, -3.957, 60.544
18624.053, -3.957, 60.532
18624.420, -3.958, 60.522
18624.785, -3.960, 60.523
18625.152, -3.961, 60.537
18625.518, -3.961, 60.550
18625.885, -3.959, 60.554
18626.250, -3.957, 60.545
18626.617, -3.958, 60.535
18626.982, -3.960, 60.533
18627.350, -3.961, 60.543
18627.715, -3.960, 60.556
18628.082, -3.959, 60.560
18628.447, -3.957, 60.552
18628.814, -3.958, 60.541
18629.180, -3.960, 60.539
18629.547, -3.961, 60.549
18629.912, -3.961, 60.564
18630.279, -3.959, 60.570
18630.645, -3.957, 60.561
18631.012, -3.957, 60.546
18631.377, -3.959, 60.540
18631.744, -3.962, 60.550
18632.109, -3.962, 60.571
18632.477, -3.960, 60.584
18632.842, -3.957, 60.580
18633.209, -3.956, 60.561
18633.574, -3.957, 60.545
18633.941, -3.961, 60.546
18634.307, -3.962, 60.564
18634.674, -3.961, 60.584
18635.039, -3.958, 60.590
18635.406, -3.956, 60.579
18635.771, -3.957, 60.562
18636.139, -3.959, 60.555
18636.504, -3.961, 60.564
18636.871, -3.961, 60.582
18637.236, -3.960, 60.592
18637.604, -3.958, 60.587
18637.969, -3.957, 60.576
18638.336, -3.959, 60.569
18638.701, -3.961, 60.575
18639.068, -3.961, 60.589
18639.434, -3.959, 60.597
18639.801, -3.958, 60.593
18640.166, -3.957, 60.581
18640.533, -3.959, 60.575
18640.900, -3.961, 60.581
18641.266, -3.961, 60.596
18641.633, -3.960, 60.607
18641.998, -3.957, 60.604
18642.365, -3.957, 60.591
18642.730, -3.958, 60.579
18643.098, -3.961, 60.582
18643.463, -3.962, 60.597
18643.830, -3.961, 60.613
18644.195, -3.959, 60.617
18644.562, -3.957, 60.608
18644.928, -3.957, 60.595
18645.295, -3.959, 60.591
18645.660, -3.960, 60.599
18646.027, -3.960, 60.611
18646.393, -3.959, 60.616
18646.760, -3.958, 60.612
18647.125, -3.958, 60.605
18647.492, -3.959, 60.603
18647.857, -3.960, 60.611
18648.225, -3.960, 60.620
18648.590, -3.958, 60.621
18648.957, -3.958, 60.613
18649.322, -3.958, 60.605
18649.689, -3.960, 60.606
18650.055, -3.962, 60.619
18650.422, -3.961, 60.634
18650.787, -3.958, 60.638
18651.154, -3.956, 60.626
18651.520, -3.957, 60.610
18651.887, -3.960, 60.604
18652.252, -3.962, 60.615
18652.619, -3.962, 60.636
18652.984, -3.960, 60.649
18653.352, -3.957, 60.644
18653.717, -3.956, 60.627
18654.084, -3.958, 60.613
18654.449, -3.961, 60.616
18654.816, -3.962, 60.635
18655.182, -3.961, 60.651
18655.549, -3.958, 60.653
18655.914, -3.957, 60.639
18656.281, -3.958, 60.625
18656.646, -3.960, 60.625
18657.014, -3.962, 60.641
18657.379, -3.961, 60.658
18657.746, -3.958, 60.660
18658.111, -3.956, 60.646
18658.479, -3.957, 60.628
18658.844, -3.960, 60.625
18659.211, -3.963, 60.643
18659.576, -3.962, 60.666
18659.943, -3.959, 60.676
18660.309, -3.956, 60.663
18660.676, -3.956, 60.639
18661.041, -3.959, 60.626
18661.408, -3.963, 60.637
18661.773, -3.964, 60.665
18662.141, -3.961, 60.686
18662.506, -3.957, 60.684
18662.873, -3.955, 60.661
18663.238, -3.957, 60.638
18663.605, -3.961, 60.635
18663.971, -3.963, 60.656
18664.338, -3.962, 60.682
18664.703, -3.959, 60.693
18665.070, -3.956, 60.680
18665.436, -3.956, 60.659
18665.803, -3.959, 60.649
18666.168, -3.962, 60.659
18666.535, -3.962, 60.681
18666.900, -3.960, 60.694
18667.268, -3.957, 60.687
18667.633, -3.956, 60.669
18668.000, -3.959, 60.658
18668.365, -3.961, 60.665
18668.732, -3.962, 60.685
18669.098, -3.960, 60.700
18669.465, -3.957, 60.697
18669.830, -3.956, 60.679
18670.197, -3.958, 60.663
18670.562, -3.961, 60.665
18670.930, -3.963, 60.685
18671.295, -3.961, 60.706
18671.662, -3.958, 60.711
18672.027, -3.956, 60.697
18672.395, -3.957, 60.678
18672.760, -3.959, 60.671
18673.127, -3.962, 60.683
18673.492, -3.962, 60.704
18673.859, -3.960, 60.716
18674.225, -3.957, 60.711
18674.592, -3.956, 60.695
18674.957, -3.958, 60.684
18675.324, -3.960, 60.687
18675.689, -3.961, 60.700
18676.057, -3.960, 60.712
18676.422, -3.959, 60.713
18676.789, -3.958, 60.705
18677.154, -3.959, 60.698
18677.521, -3.960, 60.701
18677.887, -3.961, 60.710
18678.254, -3.960, 60.718
18678.619, -3.958, 60.717
18678.986, -3.958, 60.709
18679.352, -3.959, 60.704
18679.719, -3.961, 60.709
18680.084, -3.961, 60.720
18680.451, -3.960, 60.729
18680.816, -3.958, 60.727
18681.184, -3.957, 60.718
18681.549, -3.959, 60.710
18681.916, -3.960, 60.712
18682.281, -3.961, 60.723
18682.648, -3.960, 60.734
18683.014, -3.959, 60.736
18683.381, -3.958, 60.729
18683.746, -3.958, 60.721
18684.113, -3.960, 60.722
18684.479, -3.960, 60.730
18684.846, -3.960, 60.738
18685.211, -3.958, 60.738
18685.578, -3.958, 60.730
18685.943, -3.959, 60.724
18686.311, -3.961, 60.728
18686.676, -3.961, 60.742
18687.043, -3.960, 60.753
18687.408, -3.958, 60.751
18687.775, -3.957, 60.738
18688.141, -3.958, 60.725
18688.508, -3.961, 60.727
18688.873, -3.963, 60.744
18689.240, -3.962, 60.764
18689.605, -3.958, 60.770
18689.973, -3.956, 60.757
18690.338, -3.956, 60.736
18690.705, -3.959, 60.727
18691.070, -3.962, 60.739
18691.438, -3.963, 60.763
18691.803, -3.960, 60.779
18692.170, -3.957, 60.774
18692.535, -3.955, 60.753
18692.902, -3.958, 60.736
18693.268, -3.961, 60.739
18693.635, -3.963, 60.759
18694.000, -3.961, 60.779
18694.367, -3.958, 60.781
18694.732, -3.956, 60.765
18695.100, -3.957, 60.746
18695.465, -3.961, 60.745
18695.832, -3.963, 60.763
18696.197, -3.962, 60.787
18696.564, -3.958, 60.794
18696.930, -3.956, 60.779
18697.297, -3.956, 60.756
18697.662, -3.960, 60.747
18698.029, -3.963, 60.761
18698.395, -3.963, 60.789
18698.762, -3.960, 60.805
18699.127, -3.956, 60.797
18699.494, -3.955, 60.770
18699.859, -3.958, 60.750
18700.227, -3.962, 60.755
18700.592, -3.964, 60.782
18700.959, -3.962, 60.809
18701.324, -3.958, 60.814
18701.691, -3.955, 60.794
18702.057, -3.956, 60.768
18702.424, -3.960, 60.759
18702.789, -3.963, 60.775
18703.156, -3.963, 60.802
18703.521, -3.960, 60.817
18703.889, -3.957, 60.808
18704.254, -3.956, 60.787
18704.621, -3.959, 60.773
18704.986, -3.962, 60.781
18705.354, -3.963, 60.803
18705.719, -3.960, 60.819
18706.086, -3.957, 60.817
18706.451, -3.956, 60.799
18706.818, -3.958, 60.783
18707.184, -3.961, 60.786
18707.551, -3.963, 60.805
18707.916, -3.961, 60.825
18708.283, -3.958, 60.828
18708.648, -3.956, 60.813
18709.016, -3.957, 60.794
18709.381, -3.960, 60.790
18709.748, -3.962, 60.804
18710.113, -3.962, 60.826
18710.480, -3.959, 60.836
18710.846, -3.957, 60.828
18711.213, -3.956, 60.810
18711.578, -3.959, 60.800
18711.945, -3.961, 60.806
18712.311, -3.962, 60.822
18712.678, -3.960, 60.836
18713.043, -3.958, 60.836
18713.410, -3.957, 60.825
18713.775, -3.958, 60.816
18714.143, -3.960, 60.817
18714.508, -3.961, 60.828
18714.875, -3.960, 60.837
18715.240, -3.959, 60.836
18715.607, -3.958, 60.829
18715.973, -3.959, 60.825
18716.340, -3.961, 60.829
18716.705, -3.961, 60.840
18717.072, -3.959, 60.848
18717.438, -3.958, 60.844
18717.805, -3.958, 60.833
18718.170, -3.959, 60.826
18718.537, -3.961, 60.831
18718.902, -3.962, 60.846
18719.270, -3.960, 60.859
18719.635, -3.958, 60.860
18720.002, -3.957, 60.848
18720.367, -3.958, 60.836
18720.734, -3.960, 60.835
18721.100, -3.961, 60.847
18721.467, -3.961, 60.861
18721.832, -3.959, 60.865
18722.199, -3.957, 60.856
18722.564, -3.958, 60.844
18722.932, -3.960, 60.842
18723.297, -3.961, 60.853
18723.664, -3.961, 60.868
18724.029, -3.959, 60.874
18724.396, -3.957, 60.866
18724.762, -3.957, 60.852
18725.129, -3.960, 60.847
18725.494, -3.962, 60.857
18725.861, -3.961, 60.876
18726.229, -3.959, 60.885
18726.594, -3.956, 60.878
18726.961, -3.956, 60.859
18727.326, -3.959, 60.847
18727.693, -3.962, 60.854
18728.059, -3.963, 60.875
18728.426, -3.961, 60.895
18728.791, -3.957, 60.895
18729.158, -3.956, 60.878
18729.523, -3.957, 60.858
18729.891, -3.960, 60.855
18730.256, -3.963, 60.871
18730.623, -3.962, 60.893
18730.988, -3.959, 60.903
18731.355, -3.957, 60.893
18731.721, -3.956, 60.874
18732.088, -3.959, 60.864
18732.453, -3.961, 60.872
18732.820, -3.962, 60.891
18733.186, -3.960, 60.905
18733.553, -3.958, 60.901
18733.918, -3.957, 60.885
18734.285, -3.959, 60.874
18734.650, -3.961, 60.880
18735.018, -3.962, 60.898
18735.383, -3.961, 60.914
18735.750, -3.958, 60.914
18736.115, -3.956, 60.898
18736.482, -3.958, 60.882
18736.848, -3.960, 60.881
18737.215, -3.962, 60.897
18737.580, -3.962, 60.917
18737.947, -3.959, 60.924
18738.312, -3.956, 60.914
18738.680, -3.957, 60.896
18739.045, -3.959, 60.887
18739.412, -3.962, 60.896
18739.777, -3.962, 60.915
18740.145, -3.960, 60.928
18740.510, -3.958, 60.926
18740.877, -3.957, 60.913
18741.242, -3.958, 60.902
18741.609, -3.960, 60.903
18741.975, -3.961, 60.915
18742.342, -3.961, 60.927
18742.707, -3.959, 60.929
18743.074, -3.958, 60.923
18743.439, -3.959, 60.915
18743.807, -3.960, 60.916
18744.172, -3.961, 60.925
18744.539, -3.960, 60.933
18744.904, -3.958, 60.933
18745.271, -3.958, 60.926
18745.637, -3.959, 60.919
18746.004, -3.960, 60.922
18746.369, -3.961, 60.932
18746.736, -3.960, 60.942
18747.102, -3.958, 60.943
18747.469, -3.958, 60.935
18747.834, -3.958, 60.927
18748.201, -3.960, 60.926
18748.566, -3.961, 60.936
18748.934, -3.960, 60.948
18749.299, -3.959, 60.951
18749.666, -3.958, 60.945
18750.031, -3.958, 60.936
18750.398, -3.960, 60.934
18750.764, -3.961, 60.943
18751.131, -3.960, 60.953
18751.496, -3.959, 60.957
18751.863, -3.958, 60.951
18752.229, -3.958, 60.942
18752.596, -3.960, 60.941
18752.961, -3.961, 60.952
18753.328, -3.961, 60.965
18753.693, -3.958, 60.970
18754.061, -3.957, 60.960
18754.426, -3.957, 60.945
18754.793, -3.960, 60.939
18755.158, -3.962, 60.949
18755.525, -3.962, 60.970
18755.891, -3.960, 60.983
18756.258, -3.957, 60.979
18756.623, -3.956, 60.960
18756.990, -3.958, 60.944
18757.355, -3.961, 60.946
18757.723, -3.963, 60.966
18758.088, -3.962, 60.987
18758.455, -3.958, 60.992
18758.820, -3.956, 60.979
18759.188, -3.957, 60.960
18759.553, -3.960, 60.953
18759.920, -3.962, 60.965
18760.285, -3.962, 60.985
18760.652, -3.959, 60.996
18761.018, -3.957, 60.989
18761.385, -3.957, 60.972
18761.750, -3.959, 60.962
18762.117, -3.962, 60.971
18762.482, -3.962, 60.990
18762.850, -3.960, 61.004
18763.215, -3.957, 60.999
18763.582, -3.956, 60.981
18763.947, -3.958, 60.966
18764.314, -3.962, 60.970
18764.680, -3.963, 60.992
18765.047, -3.961, 61.013
18765.412, -3.958, 61.016
18765.779, -3.956, 61.000
18766.145, -3.957, 60.979
18766.512, -3.960, 60.973
18766.877, -3.962, 60.987
18767.244, -3.962, 61.010
18767.609, -3.959, 61.023
18767.977, -3.956, 61.014
18768.342, -3.956, 60.995
18768.709, -3.958, 60.982
18769.074, -3.961, 60.988
18769.441, -3.962, 61.008
18769.807, -3.961, 61.024
18770.174, -3.958, 61.023
18770.539, -3.957, 61.009
18770.906, -3.958, 60.996
18771.271, -3.960, 60.997
18771.639, -3.962, 61.012
18772.004, -3.960, 61.027
18772.371, -3.958, 61.028
18772.736, -3.957, 61.015
18773.104, -3.958, 61.002
18773.469, -3.961, 61.003
18773.836, -3.962, 61.018
18774.201, -3.961, 61.036
18774.568, -3.958, 61.041
18774.934, -3.956, 61.028
18775.301, -3.957, 61.010
18775.666, -3.960, 61.004
18776.033, -3.962, 61.017
18776.398, -3.962, 61.038
18776.766, -3.960, 61.049
18777.131, -3.957, 61.043
18777.498, -3.957, 61.026
18777.863, -3.959, 61.015
18778.230, -3.961, 61.020
18778.596, -3.962, 61.038
18778.963, -3.960, 61.051
18779.328, -3.958, 61.049
18779.695, -3.957, 61.035
18780.061, -3.959, 61.023
18780.428, -3.961, 61.027
18780.793, -3.962, 61.043
18781.160, -3.960, 61.058
18781.525, -3.958, 61.057
18781.893, -3.957, 61.042
18782.258, -3.958, 61.028
18782.625, -3.961, 61.030
18782.990, -3.963, 61.050
18783.357, -3.962, 61.071
18783.723, -3.958, 61.076
18784.090, -3.956, 61.060
18784.455, -3.956, 61.038
18784.822, -3.960, 61.029
18785.188, -3.963, 61.044
18785.555, -3.963, 61.071
18785.920, -3.960, 61.087
18786.287, -3.956, 61.080
18786.652, -3.955, 61.057
18787.020, -3.958, 61.038
18787.385, -3.961, 61.041
18787.752, -3.963, 61.064
18788.117, -3.962, 61.086
18788.484, -3.958, 61.090
18788.850, -3.956, 61.074
18789.217, -3.957, 61.054
18789.582, -3.960, 61.049
18789.949, -3.962, 61.064
18790.314, -3.962, 61.086
18790.682, -3.959, 61.095
18791.047, -3.956, 61.084
18791.414, -3.957, 61.064
18791.779, -3.959, 61.054
18792.146, -3.962, 61.065
18792.512, -3.963, 61.089
18792.879, -3.960, 61.105
18793.244, -3.957, 61.099
18793.611, -3.956, 61.078
18793.977, -3.958, 61.061
18794.344, -3.962, 61.064
18794.709, -3.964, 61.086
18795.076, -3.962, 61.109
18795.441, -3.959, 61.116
18795.809, -3.956, 61.101
18796.174, -3.956, 61.080
18796.541, -3.959, 61.070
18796.906, -3.962, 61.081
18797.273, -3.962, 61.102
18797.639, -3.960, 61.116
18798.006, -3.958, 61.113
18798.371, -3.957, 61.098
18798.738, -3.958, 61.086
18799.104, -3.960, 61.087
18799.471, -3.961, 61.100
18799.836, -3.961, 61.113
18800.203, -3.959, 61.115
18800.568, -3.958, 61.107
18800.936, -3.959, 61.099
18801.301, -3.960, 61.101
18801.668, -3.961, 61.111
18802.033, -3.960, 61.120
18802.400, -3.959, 61.120
18802.766, -3.958, 61.112
18803.133, -3.959, 61.104
18803.498, -3.960, 61.105
18803.865, -3.961, 61.116
18804.230, -3.961, 61.127
18804.598, -3.959, 61.131
18804.963, -3.958, 61.125
18805.330, -3.958, 61.116
18805.695, -3.959, 61.113
18806.062, -3.961, 61.119
18806.428, -3.961, 61.129
18806.795, -3.960, 61.135
18807.160, -3.959, 61.133
18807.527, -3.959, 61.128
18807.893, -3.959, 61.127
18808.260, -3.960, 61.131
18808.625, -3.960, 61.136
18808.992, -3.959, 61.137
18809.357, -3.959, 61.132
18809.725, -3.959, 61.129
18810.090, -3.961, 61.132
18810.457, -3.961, 61.142
18810.824, -3.960, 61.151
18811.189, -3.958, 61.151
18811.557, -3.957, 61.141
18811.922, -3.958, 61.130
18812.289, -3.960, 61.129
18812.654, -3.962, 61.141
18813.021, -3.961, 61.158
18813.387, -3.959, 61.166
18813.754, -3.957, 61.158
18814.119, -3.957, 61.142
18814.486, -3.959, 61.133
18814.852, -3.961, 61.139
18815.219, -3.962, 61.156
18815.584, -3.961, 61.171
18815.951, -3.958, 61.171
18816.316, -3.957, 61.158
18816.684, -3.958, 61.145
18817.049, -3.961, 61.146
18817.416, -3.962, 61.161
18817.781, -3.961, 61.177
18818.148, -3.958, 61.180
18818.514, -3.957, 61.166
18818.881, -3.958, 61.150
18819.246, -3.961, 61.148
18819.613, -3.963, 61.164
18819.979, -3.962, 61.185
18820.346, -3.959, 61.195
18820.711, -3.956, 61.183
18821.078, -3.956, 61.160
18821.443, -3.959, 61.147
18821.811, -3.963, 61.156
18822.176, -3.964, 61.183
18822.543, -3.961, 61.205
18822.908, -3.957, 61.204
18823.275, -3.955, 61.183
18823.641, -3.957, 61.159
18824.008, -3.961, 61.155
18824.373, -3.964, 61.174
18824.740, -3.963, 61.201
18825.105, -3.960, 61.214
18825.473, -3.956, 61.204
18825.838, -3.956, 61.181
18826.205, -3.958, 61.167
18826.570, -3.961, 61.174
18826.938, -3.962, 61.195
18827.303, -3.961, 61.211
18827.670, -3.958, 61.209
18828.035, -3.957, 61.193
18828.402, -3.958, 61.179
18828.768, -3.961, 61.182
18829.135, -3.962, 61.200
18829.500, -3.961, 61.217
18829.867, -3.958, 61.218
18830.232, -3.956, 61.203
18830.600, -3.958, 61.186
18830.965, -3.961, 61.184
18831.332, -3.963, 61.201
18831.697, -3.962, 61.223
18832.064, -3.959, 61.232
18832.430, -3.956, 61.221
18832.797, -3.956, 61.201
18833.162, -3.959, 61.190
18833.529, -3.962, 61.198
18833.895, -3.962, 61.218
18834.262, -3.961, 61.234
18834.627, -3.958, 61.233
18834.994, -3.957, 61.218
18835.359, -3.958, 61.205
18835.727, -3.960, 61.205
18836.092, -3.962, 61.217
18836.459, -3.961, 61.231
18836.824, -3.959, 61.233
18837.191, -3.958, 61.225
18837.557, -3.959, 61.217
18837.924, -3.960, 61.219
18838.289, -3.961, 61.230
18838.656, -3.960, 61.241
18839.021, -3.958, 61.240
18839.389, -3.957, 61.228
18839.754, -3.959, 61.218
18840.121, -3.961, 61.221
18840.486, -3.963, 61.237
18840.854, -3.961, 61.255
18841.219, -3.958, 61.259
18841.586, -3.956, 61.245
18841.951, -3.957, 61.227
18842.318, -3.960, 61.220
18842.684, -3.962, 61.232
18843.051, -3.962, 61.253
18843.416, -3.960, 61.267
18843.783, -3.957, 61.261
18844.148, -3.956, 61.244
18844.516, -3.958, 61.231
18844.881, -3.961, 61.234
18845.248, -3.962, 61.252
18845.613, -3.961, 61.268
18845.980, -3.958, 61.269
18846.346, -3.957, 61.255
18846.713, -3.958, 61.241
18847.078, -3.961, 61.242
18847.445, -3.962, 61.258
18847.811, -3.961, 61.275
18848.178, -3.958, 61.278
18848.543, -3.956, 61.263
18848.910, -3.958, 61.246
18849.275, -3.961, 61.243
18849.643, -3.963, 61.259
18850.008, -3.962, 61.283
18850.375, -3.959, 61.294
18850.740, -3.956, 61.282
18851.107, -3.956, 61.258
18851.473, -3.959, 61.244
18851.840, -3.963, 61.253
18852.205, -3.964, 61.279
18852.572, -3.961, 61.301
18852.938, -3.957, 61.302
18853.305, -3.955, 61.281
18853.670, -3.956, 61.257
18854.037, -3.960, 61.252
18854.402, -3.963, 61.269
18854.770, -3.963, 61.294
18855.135, -3.960, 61.306
18855.502, -3.957, 61.298
18855.867, -3.957, 61.278
18856.234, -3.959, 61.267
18856.600, -3.962, 61.275
18856.967, -3.962, 61.294
18857.332, -3.960, 61.307
18857.699, -3.958, 61.303
18858.064, -3.957, 61.287
18858.432, -3.959, 61.276
18858.797, -3.962, 61.281
18859.164, -3.963, 61.301
18859.529, -3.961, 61.318
18859.896, -3.958, 61.317
18860.262, -3.956, 61.301
18860.629, -3.957, 61.283
18860.994, -3.961, 61.280
18861.361, -3.963, 61.297
18861.727, -3.962, 61.318
18862.094, -3.959, 61.328
18862.459, -3.957, 61.319
18862.826, -3.956, 61.301
18863.191, -3.959, 61.290
18863.559, -3.961, 61.295
18863.924, -3.962, 61.312
18864.291, -3.961, 61.326
18864.656, -3.959, 61.327
18865.023, -3.958, 61.317
18865.389, -3.958, 61.308
18865.756, -3.960, 61.309
18866.121, -3.961, 61.319
18866.488, -3.960, 61.327
18866.854, -3.959, 61.326
18867.221, -3.958, 61.319
18867.586, -3.959, 61.314
18867.953, -3.961, 61.319
18868.318, -3.961, 61.330
18868.686, -3.960, 61.339
18869.051, -3.958, 61.336
18869.418, -3.958, 61.324
18869.783, -3.959, 61.315
18870.150, -3.961, 61.319
18870.516, -3.962, 61.336
18870.883, -3.961, 61.351
18871.248, -3.958, 61.353
18871.615, -3.957, 61.340
18871.980, -3.958, 61.325
18872.348, -3.960, 61.321
18872.713, -3.962, 61.333
18873.080, -3.962, 61.351
18873.445, -3.960, 61.359
18873.812, -3.957, 61.352
18874.178, -3.958, 61.338
18874.545, -3.960, 61.331
18874.910, -3.962, 61.340
18875.277, -3.962, 61.357
18875.643, -3.959, 61.366
18876.010, -3.957, 61.359
18876.375, -3.957, 61.343
18876.742, -3.959, 61.334
18877.107, -3.962, 61.342
18877.475, -3.963, 61.364
18877.840, -3.960, 61.379
18878.207, -3.957, 61.375
18878.572, -3.956, 61.354
18878.939, -3.958, 61.335
18879.305, -3.962, 61.336
18879.672, -3.964, 61.359
18880.037, -3.963, 61.387
18880.404, -3.959, 61.396
18880.770, -3.955, 61.379
18881.137, -3.955, 61.351
18881.502, -3.959, 61.337
18881.869, -3.963, 61.349
18882.234, -3.964, 61.378
18882.602, -3.961, 61.400
18882.967, -3.957, 61.398
18883.334, -3.955, 61.375
18883.699, -3.957, 61.353
18884.066, -3.961, 61.352
18884.432, -3.963, 61.373
18884.799, -3.962, 61.397
18885.164, -3.959, 61.404
18885.531, -3.956, 61.388
18885.896, -3.957, 61.366
18886.264, -3.960, 61.360
18886.629, -3.963, 61.376
18886.996, -3.963, 61.402
18887.361, -3.960, 61.415
18887.729, -3.956, 61.404
18888.094, -3.956, 61.379
18888.461, -3.959, 61.363
18888.826, -3.963, 61.372
18889.193, -3.964, 61.399
18889.559, -3.961, 61.422
18889.926, -3.957, 61.422
18890.291, -3.955, 61.400
18890.658, -3.957, 61.375
18891.023, -3.961, 61.370
18891.391, -3.964, 61.390
18891.756, -3.963, 61.418
18892.123, -3.960, 61.433
18892.488, -3.956, 61.424
18892.855, -3.956, 61.401
18893.221, -3.958, 61.385
18893.588, -3.961, 61.388
18893.953, -3.963, 61.407
18894.320, -3.961, 61.425
18894.686, -3.959, 61.426
18895.053, -3.957, 61.415
18895.418, -3.958, 61.403
18895.785, -3.960, 61.403
18896.152, -3.961, 61.415
18896.518, -3.960, 61.427
18896.885, -3.959, 61.428
18897.250, -3.958, 61.418
18897.617, -3.959, 61.409
18897.982, -3.961, 61.410
18898.350, -3.962, 61.424
18898.715, -3.961, 61.438
18899.082, -3.959, 61.441
18899.447, -3.957, 61.430
18899.814, -3.958, 61.417
18900.180, -3.960, 61.413
18900.547, -3.962, 61.424
18900.912, -3.962, 61.440
18901.279, -3.960, 61.448
18901.645, -3.958, 61.442
18902.012, -3.958, 61.430
18902.377, -3.959, 61.424
18902.744, -3.961, 61.430
18903.109, -3.961, 61.443
18903.477, -3.960, 61.450
18903.842, -3.958, 61.447
18904.209, -3.958, 61.437
18904.574, -3.960, 61.433
18904.941, -3.961, 61.441
18905.307, -3.961, 61.454
18905.674, -3.959, 61.460
18906.039, -3.957, 61.452
18906.406, -3.958, 61.438
18906.771, -3.960, 61.431
18907.139, -3.962, 61.441
18907.504, -3.963, 61.463
18907.871, -3.960, 61.478
18908.236, -3.957, 61.475
18908.604, -3.955, 61.454
18908.969, -3.957, 61.434
18909.336, -3.961, 61.434
18909.701, -3.964, 61.454
18910.068, -3.963, 61.480
18910.434, -3.959, 61.489
18910.801, -3.956, 61.475
18911.166, -3.956, 61.450
18911.533, -3.959, 61.438
18911.898, -3.963, 61.450
18912.266, -3.963, 61.476
18912.631, -3.961, 61.494
18912.998, -3.957, 61.489
18913.363, -3.956, 61.467
18913.730, -3.958, 61.449
18914.096, -3.962, 61.453
18914.463, -3.964, 61.477
18914.828, -3.962, 61.500
18915.195, -3.958, 61.502
18915.561, -3.955, 61.481
18915.928, -3.957, 61.457
18916.293, -3.961, 61.452
18916.660, -3.964, 61.474
18917.025, -3.963, 61.505
18917.393, -3.959, 61.519
18917.758, -3.955, 61.504
18918.125, -3.955, 61.472
18918.490, -3.958, 61.452
18918.857, -3.963, 61.462
18919.223, -3.965, 61.495
18919.590, -3.962, 61.524
18919.955, -3.957, 61.526
18920.322, -3.954, 61.500
18920.688, -3.956, 61.470
18921.055, -3.960, 61.462
18921.420, -3.964, 61.482
18921.787, -3.964, 61.514
18922.152, -3.960, 61.531
18922.520, -3.956, 61.521
18922.885, -3.956, 61.495
18923.252, -3.958, 61.478
18923.617, -3.962, 61.485
18923.984, -3.964, 61.510
18924.350, -3.961, 61.531
18924.717, -3.958, 61.529
18925.082, -3.956, 61.509
18925.449, -3.958, 61.490
18925.814, -3.961, 61.491
18926.182, -3.963, 61.512
18926.547, -3.962, 61.535
18926.914, -3.958, 61.541
18927.279, -3.956, 61.525
18927.646, -3.957, 61.502
18928.012, -3.960, 61.493
18928.379, -3.963, 61.507
18928.744, -3.963, 61.533
18929.111, -3.960, 61.548
18929.477, -3.957, 61.542
18929.844, -3.956, 61.521
18930.209, -3.958, 61.504
18930.576, -3.961, 61.507
18930.941, -3.963, 61.526
18931.309, -3.962, 61.545
18931.674, -3.959, 61.549
18932.041, -3.957, 61.538
18932.406, -3.958, 61.524
18932.773, -3.960, 61.521
18933.139, -3.962, 61.532
18933.506, -3.961, 61.546
18933.871, -3.959, 61.550
18934.238, -3.958, 61.543
18934.604, -3.959, 61.533
18934.971, -3.960, 61.532
18935.336, -3.961, 61.543
18935.703, -3.961, 61.555
18936.068, -3.959, 61.558
18936.436, -3.957, 61.547
18936.801, -3.958, 61.534
18937.168, -3.961, 61.531
18937.533, -3.963, 61.544
18937.900, -3.962, 61.564
18938.266, -3.960, 61.574
18938.633, -3.957, 61.567
18938.998, -3.957, 61.549
18939.365, -3.959, 61.538
18939.730, -3.961, 61.543
18940.098, -3.962, 61.561
18940.463, -3.961, 61.576
18940.830, -3.958, 61.576
18941.195, -3.957, 61.562
18941.562, -3.958, 61.550
18941.928, -3.961, 61.550
18942.295, -3.962, 61.564
18942.660, -3.961, 61.580
18943.027, -3.959, 61.582
18943.393, -3.957, 61.570
18943.760, -3.958, 61.557
18944.125, -3.961, 61.555
18944.492, -3.962, 61.570
18944.857, -3.962, 61.589
18945.225, -3.959, 61.595
18945.590, -3.957, 61.583
18945.957, -3.957, 61.564
18946.322, -3.960, 61.555
18946.689, -3.963, 61.567
18947.055, -3.963, 61.591
18947.422, -3.960, 61.607
18947.787, -3.957, 61.602
